ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0553569058,The Robber Bride,Margaret Atwood,1995,Bantam,http://images.amazon.com/images/P/0553569058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.LZZZZZZZ.jpg
0679427430,Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,1993,Random House,http://images.amazon.com/images/P/0679427430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679427430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679427430.01.LZZZZZZZ.jpg
0679725393,The House of Mirth (Library of America),Edith Wharton,1990,Vintage Books USA,http://images.amazon.com/images/P/0679725393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679725393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679725393.01.LZZZZZZZ.jpg
0802114369,Ohitika Woman,Mary Brave Bird,1993,Pub Group West,http://images.amazon.com/images/P/0802114369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802114369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802114369.01.LZZZZZZZ.jpg
0803233019,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,1988,University of Nebraska Press,http://images.amazon.com/images/P/0803233019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803233019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803233019.01.LZZZZZZZ.jpg
0819154946,The Community in America,Roland Warren,1987,University Press of America,http://images.amazon.com/images/P/0819154946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0819154946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0819154946.01.LZZZZZZZ.jpg
0897322339,"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)",Johnny Molloy,1997,Globe Pequot Pr,http://images.amazon.com/images/P/0897322339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0897322339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0897322339.01.LZZZZZZZ.jpg
0940322978,Mawrdew Czgowchwz (New York Review Books Classics),James McCourt,2002,New York Review of Books,http://images.amazon.com/images/P/0940322978.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0940322978.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0940322978.01.LZZZZZZZ.jpg
1573225126,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,1997,Riverhead Books,http://images.amazon.com/images/P/1573225126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.LZZZZZZZ.jpg
1579651658,The Journey From Here,Bill Bradley,2000,Artisan Publishers,http://images.amazon.com/images/P/1579651658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579651658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579651658.01.LZZZZZZZ.jpg
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,http://images.amazon.com/images/P/1878424319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg
8401351421,El desarrollo de Leonardo da Vinci (BiografÃ­as y memorias),Luis Racionero,1986,Plaza &amp; JanÃ©s,http://images.amazon.com/images/P/8401351421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401351421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401351421.01.LZZZZZZZ.jpg
8423324311,Gastronomia divina (L'Ã¡ncora),Eugeni Perea SimÃ³n,1994,Destino,http://images.amazon.com/images/P/8423324311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423324311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423324311.01.LZZZZZZZ.jpg
8427007450,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,1982,Lectorum Pubns (J),http://images.amazon.com/images/P/8427007450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8427007450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8427007450.01.LZZZZZZZ.jpg
8429734996,Hotel Europa (El BalancÃ­),VicenÃ§ Villatoro,1992,Edicions 62,http://images.amazon.com/images/P/8429734996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8429734996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8429734996.01.LZZZZZZZ.jpg
8429736131,La dona dels ulls de pluja: Barcelona anys 90 (El BalancÃ­),VÃ­ctor Mora,1993,Edicions 62,http://images.amazon.com/images/P/8429736131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8429736131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8429736131.01.LZZZZZZZ.jpg
8440616252,El paraÃ­so (Tiempos modernos),Elena Castedo,1991,"Editiones B, Grupo Zeta",http://images.amazon.com/images/P/8440616252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440616252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440616252.01.LZZZZZZZ.jpg
8472224260,Negra i consentida (ColÂ¨lecciÃ³ El Mirall),OfÃ¨lia Dracs,1983,Laia,http://images.amazon.com/images/P/8472224260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472224260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472224260.01.LZZZZZZZ.jpg
8472227421,Essa efa (ColÂ¨lecciÃ³ El Mirall i el temps),OfÃ¨lia Dracs,1985,Editorial Laia,http://images.amazon.com/images/P/8472227421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472227421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472227421.01.LZZZZZZZ.jpg
8474103347,Espurnes de sang (La Negra),Antoni Serra,1987,Edicions de la Magrana,http://images.amazon.com/images/P/8474103347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8474103347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8474103347.01.LZZZZZZZ.jpg
8475960936,Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries),M. Carme Junyent,1986,Editorial EmpÃºries,http://images.amazon.com/images/P/8475960936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8475960936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8475960936.01.LZZZZZZZ.jpg
8477830029,TrÃ nsit (Area contemporÃ nia),Jaume CapÃ³,1987,Area,http://images.amazon.com/images/P/8477830029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8477830029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8477830029.01.LZZZZZZZ.jpg
8478091246,L'home del sac,MÃ rius Serra,1990,Columna,http://images.amazon.com/images/P/8478091246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478091246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478091246.01.LZZZZZZZ.jpg
8478097732,GrÃ cies per la propina (Columna),Ferran Torrent,1995,Columna,http://images.amazon.com/images/P/8478097732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478097732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478097732.01.LZZZZZZZ.jpg
8478098267,El dia que es va cremar el Liceu (La primera Columna),Joan Agut,1995,Columna,http://images.amazon.com/images/P/8478098267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478098267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478098267.01.LZZZZZZZ.jpg
8478800336,CÃ³mo ser una mujer y no morir en el intento (ColecciÃ³n El Papagayo),Carmen Rico-Godoy,1990,Ediciones Temas de Hoy,http://images.amazon.com/images/P/8478800336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478800336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478800336.01.LZZZZZZZ.jpg
8478884963,Una casa en Irlanda,Maeve Binchy,1999,Salamandra,http://images.amazon.com/images/P/8478884963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478884963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478884963.01.LZZZZZZZ.jpg
8483002523,La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica),Ferran Torrent,1997,Columna,http://images.amazon.com/images/P/8483002523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8483002523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8483002523.01.LZZZZZZZ.jpg
8486433193,Amorrada al pilÃ³ (Columna),Maria JaÃ©n,1986,Columna,http://images.amazon.com/images/P/8486433193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8486433193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8486433193.01.LZZZZZZZ.jpg
0600586898,Blur (Melody Maker),Paul Lester,1995,Hal Leonard Corp,http://images.amazon.com/images/P/0600586898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0600586898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0600586898.01.LZZZZZZZ.jpg
1853260622,War and Peace (Wordsworth Classics),Leo Tolstoy,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260622.01.LZZZZZZZ.jpg
1857938011,A-Z of Behaving Badly,Simon Nye,1996,Trafalgar Square,http://images.amazon.com/images/P/1857938011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857938011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857938011.01.LZZZZZZZ.jpg
0060804157,He Understanding Masculine Psychology,Robert A Johnson,1977,Harpercollins Publisher,http://images.amazon.com/images/P/0060804157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060804157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060804157.01.LZZZZZZZ.jpg
8466601090,Las DOS Muertes De Gardel (Ficcionario),Horacio Vazquez-Rial,2002,Ediciones B,http://images.amazon.com/images/P/8466601090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466601090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466601090.01.LZZZZZZZ.jpg
0140382658,You Can Surf the Net: Your Guide to the World of the Internet,Marc Gascoigne,1996,Puffin Books,http://images.amazon.com/images/P/0140382658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140382658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140382658.01.LZZZZZZZ.jpg
0152012966,I Want to Be...a Veterinarian (I Want to Be... Series),Stephanie Maze,1997,Harcourt,http://images.amazon.com/images/P/0152012966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152012966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152012966.01.LZZZZZZZ.jpg
0312283784,Alice's Tulips,Sandra Dallas,2001,St. Martin's Griffin,http://images.amazon.com/images/P/0312283784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312283784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312283784.01.LZZZZZZZ.jpg
0345297709,Centaur Aisle,Piers Anthony,1982,Ballantine Books,http://images.amazon.com/images/P/0345297709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345297709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345297709.01.LZZZZZZZ.jpg
0345313097,Crewel Lye,Piers Anthony,1985,Ballantine Books,http://images.amazon.com/images/P/0345313097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313097.01.LZZZZZZZ.jpg
0345335465,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Anne McCaffrey,1991,Del Rey Books,http://images.amazon.com/images/P/0345335465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335465.01.LZZZZZZZ.jpg
0345416848,Last Sword of Power (Stones of Power),David Gemmell,1997,Del Rey Books,http://images.amazon.com/images/P/0345416848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416848.01.LZZZZZZZ.jpg
0385333404,Dating Big Bird,Laura Zigman,2000,Dial Books,http://images.amazon.com/images/P/0385333404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385333404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385333404.01.LZZZZZZZ.jpg
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
0449212084,Murder at the Kennedy Center (Capital Crime Mysteries),Margaret Truman,1990,Fawcett Books,http://images.amazon.com/images/P/0449212084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449212084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449212084.01.LZZZZZZZ.jpg
0553582682,"Guinness World Records 2000 (Guinness Book of Records, 2000)",Nic Kynaston,2000,Bantam Books,http://images.amazon.com/images/P/0553582682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582682.01.LZZZZZZZ.jpg
0590947257,Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,1997,Jump at the Sun,http://images.amazon.com/images/P/0590947257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590947257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590947257.01.LZZZZZZZ.jpg
074345829X,Philip Jose Farmer's The Dungeon,Richard A. Lupoff,2003,I Books,http://images.amazon.com/images/P/074345829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074345829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074345829X.01.LZZZZZZZ.jpg
0786913878,Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),Carrie Bebris,2001,Wizards of the Coast,http://images.amazon.com/images/P/0786913878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786913878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786913878.01.LZZZZZZZ.jpg
0801491827,"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869",Ellen Carol Dubois,1980,Cornell University Press,http://images.amazon.com/images/P/0801491827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0801491827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0801491827.01.LZZZZZZZ.jpg
0816729913,Why Are Boys So Weird (Tales from Third Grade),Candice F. Ransom,1993,Troll Communications Llc,http://images.amazon.com/images/P/0816729913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816729913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816729913.01.LZZZZZZZ.jpg
0843136685,Sheldon &amp; Mrs. Levine: An Excruciating Correspondence,Sam Bobrick,1994,Price Stern Sloan,http://images.amazon.com/images/P/0843136685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843136685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843136685.01.LZZZZZZZ.jpg
0866119531,Black Beauty (Great Illustrated Classics (Playmore)),Anna Sewell,2000,Playmore Inc. Publishers,http://images.amazon.com/images/P/0866119531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0866119531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0866119531.01.LZZZZZZZ.jpg
0866119566,Oliver Twist (Great Illustrated Classics),Charles Dickens,1989,Playmore Inc. Publishers,http://images.amazon.com/images/P/0866119566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0866119566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0866119566.01.LZZZZZZZ.jpg
0870441663,The wild ponies of Assateague Island (Books for young explorers),Donna K Grosvenor,1975,National Geographic Society,http://images.amazon.com/images/P/0870441663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0870441663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0870441663.01.LZZZZZZZ.jpg
1561561428,Frankenstein (Illustrated Classics Series),Mary Wollstonecraft Shelley,1992,Kidsbooks.Com,http://images.amazon.com/images/P/1561561428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561561428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561561428.01.LZZZZZZZ.jpg
0553210092,The Scarlet Letter,NATHANIEL HAWTHORNE,1965,Bantam,http://images.amazon.com/images/P/0553210092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553210092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553210092.01.LZZZZZZZ.jpg
0553258524,Dragonsong (Harper Hall Trilogy),Anne McCaffrey,1977,Bantam,http://images.amazon.com/images/P/0553258524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553258524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553258524.01.LZZZZZZZ.jpg
0688163726,The Watch House,Robert Westall,1998,HarperTrophy,http://images.amazon.com/images/P/0688163726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688163726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688163726.01.LZZZZZZZ.jpg
1569471096,Was It Something I Said?,Valerie Block,1998,Soho Press,http://images.amazon.com/images/P/1569471096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569471096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569471096.01.LZZZZZZZ.jpg
055358099X,Cloud Nine,Luanne Rice,2000,Bantam Books,http://images.amazon.com/images/P/055358099X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055358099X.01.LZZZZZZZ.jpg
0316168815,The Lovely Bones,Alice Sebold,2004,Back Bay Books,http://images.amazon.com/images/P/0316168815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168815.01.LZZZZZZZ.jpg
014023828X,The Tortilla Curtain,T. Coraghessan Boyle,1996,Penguin Books,http://images.amazon.com/images/P/014023828X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014023828X.01.LZZZZZZZ.jpg
0316314927,Sarah Conley,Ellen Gilchrist,1998,Back Bay Books,http://images.amazon.com/images/P/0316314927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316314927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316314927.01.LZZZZZZZ.jpg
0345424719,A Widow for One Year,JOHN IRVING,1999,Ballantine Books,http://images.amazon.com/images/P/0345424719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345424719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345424719.01.LZZZZZZZ.jpg
0375414746,The Clearing,TIM GAUTREAUX,2003,Knopf,http://images.amazon.com/images/P/0375414746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375414746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375414746.01.LZZZZZZZ.jpg
0375726403,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg
0385503857,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese,http://images.amazon.com/images/P/0385503857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.LZZZZZZZ.jpg
0425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425156842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425156842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425156842.01.LZZZZZZZ.jpg
0440226104,Black and Blue,ANNA QUINDLEN,1999,Dell,http://images.amazon.com/images/P/0440226104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226104.01.LZZZZZZZ.jpg
0452277337,Le Divorce (William Abrahams Book),Diane Johnson,1997,Plume Books,http://images.amazon.com/images/P/0452277337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277337.01.LZZZZZZZ.jpg
0553802488,The Face,DEAN KOONTZ,2003,Bantam,http://images.amazon.com/images/P/0553802488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553802488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553802488.01.LZZZZZZZ.jpg
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.LZZZZZZZ.jpg
0767903579,Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,1999,Broadway Books,http://images.amazon.com/images/P/0767903579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903579.01.LZZZZZZZ.jpg
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books,http://images.amazon.com/images/P/0805063897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805063897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805063897.01.LZZZZZZZ.jpg
0679777431,"The Game of Kings (Lymond Chronicles, 1)",DOROTHY DUNNETT,1997,Vintage,http://images.amazon.com/images/P/0679777431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679777431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679777431.01.LZZZZZZZ.jpg
0553285343,"RUSSIA HOUSE, THE",JOHN LE CARRE,1990,Bantam,http://images.amazon.com/images/P/0553285343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553285343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553285343.01.LZZZZZZZ.jpg
0486285529,Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),A. C. Gordon,1995,Dover Publications,http://images.amazon.com/images/P/0486285529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486285529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486285529.01.LZZZZZZZ.jpg
0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,1996,Pocket,http://images.amazon.com/images/P/0671002481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.LZZZZZZZ.jpg
0812523385,Selected Poems of Emily Dickinson,Emily Dickinson,1995,Tor Books,http://images.amazon.com/images/P/0812523385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812523385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812523385.01.LZZZZZZZ.jpg
0895774666,Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,1993,Readers Digest,http://images.amazon.com/images/P/0895774666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0895774666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0895774666.01.LZZZZZZZ.jpg
0020199090,Joshua In the Holy Land,Joseph Girzone,1993,Simon Schuster Trade,http://images.amazon.com/images/P/0020199090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020199090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020199090.01.LZZZZZZZ.jpg
0385495145,The Messenger,JOSEPH GIRZONE,2002,Image,http://images.amazon.com/images/P/0385495145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385495145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385495145.01.LZZZZZZZ.jpg
0679733825,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,1991,Vintage Books USA,http://images.amazon.com/images/P/0679733825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679733825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679733825.01.LZZZZZZZ.jpg
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,http://images.amazon.com/images/P/0842329129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329129.01.LZZZZZZZ.jpg
0345451260,Househusband,AD HUDLER,2002,Ballantine Books,http://images.amazon.com/images/P/0345451260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345451260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345451260.01.LZZZZZZZ.jpg
0740700235,Life Messages: Inspiration For The Woman's Spirit,Josephine Carlton,2002,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740700235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740700235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740700235.01.LZZZZZZZ.jpg
0380973545,Letters from a Nut,Ted L. Nancy,1999,William Morrow,http://images.amazon.com/images/P/0380973545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973545.01.LZZZZZZZ.jpg
0393321576,Karl Marx: A Life,Francis Wheen,2001,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393321576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393321576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393321576.01.LZZZZZZZ.jpg
0743424425,The Shining,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743424425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.LZZZZZZZ.jpg
